text,polarity,subjectivity
"WATER RESOURCES: Advisories about the natural, potentially useful sources of water.",0.2,0.2
DISPERSION RATE: The rate at which clay particles separate from one other in moist soil.,-0.125,0.375
"BLIZZARDS: A severe weather condition characterized by high winds and reduced visibilities due to falling or blowing snow.The U.S. National Weather Service specifies sustained wind or frequent gusts of 16 m per second (30 kt or 35 mi per hour) or greater, accompanied by falling and/or blowing snow, frequently reducing visibility to less than 400 m (0.25 mi) for 3 hours or longer. Earlier definitions also included a condition of low temperatures, on the order of -7°C (20°F) or lower, or -12°C (10°F) or lower (severe blizzard). The name originated in the United States but it is also used in other countries. In the Antarctic the name is given to violent autumnal winds off the ice cap. In southeastern France, the cold north wind with snow is termed blizzard (see also boulbie).Similar storms in Russian Asia are the buran and purga. In popular usage in the United States and in England, the term is often used for any heavy snowstorm accompanied by strong winds.",-0.007708333333333334,0.461875
CARBON MONOXIDE SURFACE: Measurement of Carbon Monoxide gas at the surface of the earth.,0.0,0.0
GLACIER REFREEZE: Mass gained by a glacier due to refreezing,-0.125,0.375
"PIGMENTS: Pigments are light-absorbing molecules.  In addition to chlorophyll,other pigments, principally yellow and orange carotenoids, as well asother forms of chlorophyll, are also present in green plants.	Thesemolecules absorb light and then pass the energy to the chlorophyll  a.Accessory pigments, like the carotenoids, enable the plants to use more ofthe light than is trapped by chlorophyll a alone.",0.1285714285714286,0.31428571428571433
HEXAPODS: Subphylum Hexapoda constitutes the largest number of species of arthropods characterized by bodies divided into six fused segments.,0.0,0.0
"MAGNESIUM: A chemical element that is a shiny gray solid and has the same electron configuration in the outer electron shell and a similar crystal structure. Magnesium is the ninth most abundant element in the universe. It is produced in large, aging stars from the sequential addition of three helium nuclei to a carbon nucleus.",0.21904761904761905,0.4172619047619048
HORIZONTAL CURRENT SHEAR: The horizontal derivative of current speed with distance in water. This is analogous to the “HORIZONTAL WIND SHEAR” keyword.,0.0,0.4
"CRYOSPHERIC FEEDBACKS: Processes within the cryosphere through which the climate system iscontrolled, changed, or modulated. Cryospheric feedbacks involve aperturbation in a climate quantity that causes a change in a secondquantity, and the change in the second quantity ultimately leads to anadditional change in the first. Cryospheric feedbacks may, for example,involve the dependence of surface albedo on the presence of ice andsnow.",0.08333333333333333,0.4444444444444444
"AQUACULTURE PRODUCTION: The farming and production of aquatic organisms such as fish, crustaceans, mollusks and aquatic plants.",0.0,0.5
ANIMAL YIELDS: The quantity of animals.  Includes all comercial species.  Does notinclude PRODUCT yield (e.g. number of chicks vs. egg production).,0.0,0.0
"PEANUT WORMS: Phylum Spiuncula. Commonly called Peanut Worms, have an unsegmented fluid filled body and are characterized by a twisted intestine, the anus on the side of the body, a retractable introvert body section and a ring of tentacles around the mouth. Sipunculans have no circulatory or respiratory system",-0.09999999999999999,0.625
"ANIMAL MANURE AND WASTE: Any measure related to waste from animals including, but not limitedto: manure, methane gas, by-products, nitrates, waste water, andothers.",-0.15000000000000002,0.1
TOTAL TEMPERATURE: Measurement made using a temperature probe (e.g. thermistor) which is thesum of the ambient air temperature plus the heat of friction caused by the highspeed air passing over the probe.,0.0,0.75
SOIL ORGANIC CARBON (SOC): 'Soil organic carbon' represents the pool of organic carbon stored in the soil.,0.0,0.0
"UPSLOPE FOG: A type of fog formed when air flows upward over rising terrain and is, consequently, adiabatically cooled to or below its dewpoint.",0.0,0.0
"BARIUM: A silvery-white metal that can be found in the environment, where it exists naturally. It occurs combined with other chemicals, such as sulfur, carbon or oxygen. It is very light and its density is half that of iron. Barium oxidizes in air, reacts vigorously with water to form the hydroxide, liberating hydrogen. Barium reacts with almost all the non-metals, forming often poisoning compounds.",0.06566666666666668,0.4703333333333332
"BIODEGRATION: The chemical dissolution of materials by bacteria or other biological means. The term is often used in relation to ecology, waste management, biomedicine, and the natural environment (bioremediation) and is now commonly associated with environmentally friendly products that are capable of decomposing back into natural elements. Organic material can be degraded aerobically with oxygen, or anaerobically, without oxygen. A term related to biodegradation is biomineralisation, in which organic matter is converted into minerals. Biosurfactant, an extracellular surfactant secreted by microorganisms, enhances the biodegradation process.",0.016666666666666666,0.3305555555555555
"RANGELAND: Pertaining to land on which the climax or potential plant cover is composed principally of native grasses, grasslike plants, forbs or shrubs suitable for gazing and browsing, and introduced forage species that are managed like rangelands.",0.275,0.875
"HYDROGEN OXIDES: The simple systematic name for water, H2O.",0.0,0.35714285714285715
LANDSCAPE PATTERNS: A natural space classification of living communities and their environmental conditions.,0.1,0.4
TOPOGRAPHIC WAVES: Waves with a restoring force arising from variations in depth.,0.0,0.0
DIGITAL ELEVATION/TERRAIN MODEL (DEM): A digital model or 3D representation of a terrain's surface created from terrain elevation data.,0.0,0.0
VIRTUAL TEMPERATURE: The virtual temperature is the temperature a parcel which contains no moisture would have to equal the density of a parcel at a specific temperature and humidity.,0.0,0.1875
WATER VAPOR TENDENCY: The local rate of change of water vapor with time at a given point in space.,0.0,0.0
"STRATOCUMULUS MAMMATUS: Hanging protuberances, like pouches, on the undersurface of a cloud.This supplementary cloud feature occurs mostly with cirrus, cirrocumulus, altocumulus, altostratus, stratocumulus, and cumulonimbus; in the case of cumulonimbus, mamma generally appear on the underside of the anvil (incus). American Meteorological Society (http://glossary.ametsoc.org/wiki/Main_Page)",0.18333333333333335,0.3333333333333333
"WATER IMPOUNDMENT: Pertaining to artificial impoundments of water used for irrigation, flood control, municipal water supplies, and other human activities.",-0.24166666666666667,0.4916666666666667
AUTOTROPHIC RESPIRATION (Ra): 'NEE of CO2' with the atmosphere is a fundamental measure of the balance between carbon uptake by the vegetation 'GPP' and carbon losses through 'autotrophic' and 'heterotrophic respiration'. The sum of Ra and Rh defines the total ecosystem respiration rate.,0.0,0.75
"CORAL REEF ASSESSMENT: Assessments of coral reef and deep sea coral ecology, biology, and distributions.",0.0,0.4
"FAULT MOVEMENT DIRECTION: The direction of a fault can be determined by its vector, which is can be found by studying the bend or the folding of the fault.",0.0,0.0
IONOSPHERE/MAGNETOSPHERE DYNAMICS: Refers to dynamic processess of the Earth's ionosphere and solar magnetosphere,0.0,0.16666666666666666
"triggered by solar events. The magnetosphere is the magnetic cavity surroundingthe earth, carved out of the passing solar wind by virtue of the geomagnetic",0.0,0.0
"field, which prevents, or at least impedes, the direct entry of the solar wind",-0.09999999999999999,0.4
plasma into the cavity. The ionosphere is the region of the earth's upper,0.0,0.0
atmosphere containing a small percentage of free electrons and ions produced byphotoionization of the constituents of the atmosphere by solar ultraviolet,0.07500000000000001,0.6000000000000001
radiation at very short wavelengths (l.t.1000 angstroms).  The ionosphere,0.0,0.39
significantly influences radiowave propagation of frequencies less than about,0.10416666666666667,0.4708333333333333
30 MHz.,0.0,0.0
SPATIAL SUBSETTING: The process of selecting features of a spatial object based on whether or not they in some way relate in space to another object.,0.0,0.0
"MENTAL HEALTH IMPACTS: Mental health refers to the emotional, psychological, and socialwell-being of one or more people. 1 Mental health can be be impactedby exposure to climate related or weather-related disasters. 2 Specificgroups of people are at higher risk for distress and other adversemental health consequences including but not limited to children, theelderly, and people with preexisting mental illness. 3",0.0237012987012987,0.3152597402597403
"LAKES/RESERVOIRS: An area of land where surface water from rain, melting snow, or ice converges to a single point at a lower elevation, usually the exit of the basin, where the waters join another waterbody, such as a river, lake, reservoir, estuary, wetland, sea, or ocean.",-0.10714285714285714,0.32142857142857145
"REFORESTATION/REVEGETATION: Reforestation is the replanting of trees in forests where the trees have been cut down.  Reforestation sometimes is undertaken in an effort to reduce atmospheric carbon dioxide levels by restoring forests, which are carbon sinks.",-0.0851851851851852,0.09629629629629631
"NUNATAKS: An exposed, often rocky element of a ridge, mountain, or peak not covered with ice or snow within (or at the edge of) an ice field or glacier. The term is typically used in areas where a permanent ice sheet is present. Nunataks present readily identifiable landmark reference points in glaciers or ice caps and are often named.",-0.016666666666666663,0.25
"FOREST PLANTATION: Pertaining to an area where trees have been planted, especially for commercial purposes.",0.0,0.5
"MOLECULAR NITROGEN: Nitrogen (N2) is a colorless, tasteless, odorless gas which makes up 78.1%",-0.6,0.9
of the atmosphere. Atmospheric nitrogen is converted by nitrogen fixation,0.0,0.0
and nitrification into compounds used by plants and animals. In the far,0.1,1.0
"upper atmosphere, N2 is broken down when large numbers of energetic",0.031746031746031744,0.3234920634920635
secondary electrons are produced and available to react with the N2. This,0.05000000000000002,0.35
"leads to the eventual production of NO. (Crutzen, Paul J. and T.E.",0.0,0.0
"Graedel, Atmospheric Change. W.H. Freeman and Company, New York, 147.)",0.06818181818181818,0.22727272727272727
"(Webster's New World Dictionary. Prentice Hall, New York, 918.)",0.13636363636363635,0.45454545454545453
"KAME DELTA: A glacial landform made by a stream flowing through glacial ice and depositing material upon entering a lake or pond at the end or terminus of the glacier, thus 'in front' of it, a proglacial lake.",0.0,0.0
MARINE BIOLOGY: Reports providing information on animals and plants that live in the sea.,0.13636363636363635,0.5
"GLACIER FACIES: In general, facies are the set of all characteristics of a sedimetary rock thatindicates its particular environment of deposition and which distinguish itfrom other facies in the same rock. Glacial facies refer to the characteristicnature of glacial ice and/or the processes by which the ice formed andprocesses by which  rock debris from the bed is entrained into the ice.",0.02291666666666667,0.3333333333333333
"GARDEN: Pertaining to a plot of ground where herbs, fruits, flowers, or vegetables are cultivated.",0.0,0.0
KAMES: A steep conical hill composed of glaciofluvial sediments. This feature develops when glacial crevasses and depressions in stagnant glacial ice are filled with sand and gravel deposits from sediment loaded meltwater.,0.4,0.9
HYDROGEN OXIDE PROFILES: Used in long-term monitoring of ozone chemistry.Collected by the Global Greenhouse Gas Reference Network (GGGRN),0.0,0.0
"CUMULUS CONGESTUS: A strongly sprouting cumulus species with generally sharp outlines and, sometimes, with a great vertical development; it is characterized by its cauliflower or tower aspect, of large size.Mainly in the Tropics, cumulus congestus may produce abundant precipitation. It may also occur in the form of very high towers, the tops of which are formed of kinds of cloudy puffs that, detaching themselves successively from the main portion of the cloud, are carried away by the wind, then disappear more or less rapidly, sometimes producing virga. Cumulus congestus is the result of the development of cumulus mediocris and, sometimes, of that of altocumulus castellanus or stratocumulus castellanus. Cumulus congestus often transforms into cumulonimbus; this transformation is revealed by the smooth, fibrous, or striated aspect assumed by its upper portion. The species congestus is unique to the genus cumulus.",0.2838015873015873,0.5594920634920634
RNA SEQUENCING: RNA sequencing (RNA-Seq) uses the capabilities of high-throughput sequencing methods to provide insight into the transcriptome of a cell.,0.0,0.0
"PLASMA WAVES: A plasma is a gas containing ions, electrons, and a magnetic field, andtherefore capable of",0.2,0.4
"conducting electric currents. A plasma wave is a set of particles under theinfluence of electromagnetic fields, exhibiting wave-like motions withamplitude and periodicity.",0.0,0.0
"WHOLE GENOME SEQUENCING: Whole genome sequencing is a laboratory procedure that determines the order of all, or nearly all, of the DNA in an organism’s genome in one process.",0.16666666666666666,0.4000000000000001
"ALLIGATORS/CROCODILES: Phylum Chordata. Class Reptilia. Order Crocodilia. Large, lizard-like reptiles with long flattened snouts, laterally compressed tails, and eyes, ears and nostrils at top of head with conical peg-like teeth and a powerful bite. Crocodiles tend to live in saltwater habitats and are characterized by a V-shaped snout with same width of upper and lower jaws, fringe on the hind legs and feet. Alligators tend to live in freshwater environments and are characterized by a wider, short head, a U-shaped snout with a wider upper jaw.",0.12370129870129869,0.37535714285714283
BROMINE MONOXIDE: Bromine Monoxide (BrO) is one of many bromine (Br)-containing compounds that,0.5,0.5
occur in the atmosphere from both natural and anthropogenic sources. The major,0.08125,0.45
"source compounds are CH3Br (both natural and anthropogenic in origin), the",0.1,0.4
"halons (manufactured for use as fire suppressants), and dibromomethane CH2Br2",0.0,0.0
(emitted from the oceans). Destruction of these compounds results in the,0.0,0.0
"formation of a suite of inorganic Br-containing species, including bromine",0.0,0.0
"atoms (Br), bromine monoxide (BrO), bromine nitrate (BrNO3), hypobromous acid",0.0,0.0
"(HOBr), and hydrogen bromide (HBr). The chemistry that acts to interconvert",0.0,0.0
these inorganic species results in depletion of ozone in the stratosphere.,0.0,0.0
FJORDS: Are formed when a glacier cuts a U-shaped valley by abrasion of the surrounding bedrock. Many such valleys were formed during the recent ice age. Glacial melting is accompanied by rebound of Earth's crust as the ice load and eroded sediment is removed (also called isostasy or glacial rebound).,0.16666666666666666,0.4166666666666667
SEWAGE DISPOSAL: Involves the transport of sewage through cities and other inhabited areas to sewage treatment plants to protect public health and prevent disease. Sewage is treated to control water pollution before discharge to surface waters.,-0.0625,0.22083333333333333
"NUCLEAR RADIATION EXPOSURE: Nuclear radiation is a result of nuclear energy, such as uranium, undergoing fission.",0.0,0.5
"WEATHERING: Breaking down of Earth's rocks, soils and minerals through direct contact with the planet's atmosphere. Weathering occurs in situ, or 'with no movement', and thus should not be confused with erosion, which involves the movement of rocks and minerals by agents such as water, ice, wind, and gravity.",-0.1138888888888889,0.4722222222222222
"ICE DEFORMATION: Ice that has been squeezed together, and in places, forced upwards",-0.30000000000000004,0.2
"and downwards. Some subdivisions of deformed ice are rafted ice, ridged",0.0,0.0
"ice, and hummocked ice.",0.0,0.0
CLIMATE ADVISORIES: Reports providing information on predicted climate trends.,0.0,0.0
"STANDARDIZED PRECIPITATION INDEX: An index developed by McKee et al. (1993) to quantify precipitation deficit at a given location for multiple timescales.Standardized precipitation is the difference of precipitation from the mean for a specified time divided by the standard deviation, where the mean and standard deviation are determined from the climatological record. The fact that precipitation is not normally distributed is overcome by applying a transformation (i.e., gamma function) to the distribution.",-0.08571428571428572,0.3321428571428572
"FOOD QUALITY: Any measure related to the quality of food stuffs.  Constituentsand composition of foods and beverages; Food composition tables; Nutrients: proteins, amino acids, nitrogen, carbohydrates, lipids,minerals, vitamins; nutritive value, caloric value, sensory evaluation;Protein quality: protein efficiency ratio, net protein utilization,nitrogen balance index, chemical score, microbiological assays, etc.",0.0,0.2
"TOWERING CUMULUS: A vertically developed cumulus cloud, often a precursor to cumulonimbus. In aviation forecasts and reports it is coded as TCU.",0.1,0.3
"FAULT MOVEMENT: Pertaining to the measurement, mapping, structure, analysis, and detection of fault lines, and fault movement.",0.0,0.0
"MAGNETIC FIELDS/MAGNETIC CURRENTS: An Electromagnetic field (EM field) is the region of space near electriccurrents, magnets, broadcasting antennas etc., regions in which electric andmagnetic forces may act, for example on charged particles.",0.1,0.4
GLACIAL HORNS: A sharp peak formed where the ridges separating three or more cirques intersect,0.1875,0.625
"INSECTS: Insects are a class of Arthropoda, members of which have three pairs oflegs and usually two pairs of wings borne on the thorax.",-0.25,0.25
"SOLAR WIND: The solar wind is hot solar plasma spreading from the solar corona in alldirections, at a typical speed of 300-1,000 km/sec. The solar wind isessentially the hot solar corona on expanding in all directions into theinterplanetary space. The solar wind is diverted around the Earth by theEarth's magnetic field, although some solar particles enter the Earth's fieldat the poles. The solar wind carries coronal magnetic fields by a process knownas frozen in the flux. If these frozen in fields have the same North-Southorientation as the Earth's magnetic field, energy can be transferred into theEarth's magnetosphere, leading to geomagnetic storms.",0.08333333333333334,0.58125
PASTURE: Pertaining to land managed primarily for the production of introduced forage plants for livestock grazing.,0.4,0.5
DRUMLINS: An elongated whale-shaped hill formed by glacial ice acting on underlying unconsolidated till or ground moraine.,0.0,0.0
"OIL SPILLS: An oil spill is defined not only as oil which comes from wrecked tankers that spill out oil, but also to oil which comes from well blowouts, breaks in pipelines or oil that enters the oceans from the transfer of oil from offshore platforms to shore during normal operations.",0.075,0.825
HYDROGENOUS SEDIMENTS: Sediments composed of material precipitated chemically from seawater.,0.0,0.0
"GLACIERS: A mass of land ice, formed by the further recrystallization of firn, flowingcontinuously from higher to lower elevations.",0.125,0.5
"GEOMAGNETIC FORECASTS: The levels of geomagnetic field activity, or disturbance, currently used in thelong-term (up to 27 days) forecasts are labelled qualitatively for general",0.02500000000000001,0.45
"usage. For each of the three major zones (subauroral, auroral, polar cap), the",-0.010416666666666664,0.375
"range of activity is divided into four classifications: quiet, unsettled,",0.0,0.3333333333333333
"active, storm. The actual parameter used for reporting and forecasting magneticactivity is a daily index. It is known as DRX and is the average of the hourly",-0.07083333333333333,0.27499999999999997
ranges (maximum minus minimum during each hour) in the X (northward) component,-0.1,0.1
"of the magnetic field intensity for a day (the UT [or GMT] day), i.e., DRX forthe",0.0,0.0
"zone is the mean of 24 values. Because this averaging process has the effect ofsmoothing (filtering) the more rapid fluctuations in the field, the qualitativedescriptors are defined rather differently than for the short-term forecasts.",0.0625,0.5958333333333333
Units are nanoteslas (nT).,0.0,0.0
"WATER VAPOR CONVERGENCE: Water Vapor convergence/divergence is the derivative of a flux -- which indicates flow into a volume, which has units kg/m^2/s.",0.0,0.0
"ELECTRIC/MAGNETIC FIELD EXPOSURE: The exposure of the magnetic field. An electric field is produced by voltage, which is the pressure used to push the electrons through the wire, much like water being pushed through a pipe. As the voltage increases, the electric field increases in strength. A magnetic field results from the flow of current through wires or electrical devices and increases in strength as the current increases. These two fields together are referred to as electric and magnetic fields, or EMFs.",0.06666666666666667,0.3333333333333333
"CONSERVATION: The management of human use of the biosphere so that it may yield the greatest sustainable benefit to current generations while maintaining its potential to meet the needs and aspirations of future generations: Thus conservation is positive, embracing preservation, maintenance, sustainable utilization, restoration, and enhancement of the natural environment.",0.18961038961038962,0.510064935064935
GAS FLARING: Refers to the burning of a jet of waste gas in the open air.,-0.1,0.25
"ROCHE MOUNTONNEES/SHEEPBACK: A rock formation created by the passing of a glacier. When a glacier erodes down to bedrock, it can form tear-drop shaped hills that taper in the up-ice direction.",-0.15555555555555559,0.2888888888888889
TSUNAMIS: A long-period (usually 15-60 minutes) wave caused by a large-scale movement of,-0.25,0.25
"the sea floor, from a volcanic eruption, submarine earthquake, or landslide",0.0,0.0
"although usually barely noticeable at sea, its velocity may be as high as 400",0.10500000000000001,0.31999999999999995
"knots, so that it travels great distances and in shoal water may reach heights",0.8,0.75
of around 15 meters.,0.0,0.0
"AURORAE: A faint visual phenomenon associated with geomagnetic activity,",-0.25,0.5
which occurs mainly in the high-latitude night sky.  Typical,0.0,0.41666666666666663
auroras are 100 to 250 km above the ground.   The phenomenon,0.0,0.1
"caused by collisions between charged particles, atoms, and ions",0.0,0.0
in the Earth's ionosphere and upper atmosphere.,0.0,0.0
"OCEAN CURRENTS: Horizontal flow of water in an established, defined pattern.",0.0,0.0
"ENFORCEMENT: Enforcement operations (by aircrafts, UAVs, etc.) using thermal imagery, survey, and radar to support enforcement of marine sanctuary regulations and protection of it's resources.",0.0,0.0
SPECTRUM WIDTH: Width of the Doppler power spectrum.,0.0,0.0
CLOUD CLUSTERS: Groupings of similar cloud types.,0.0,0.4
"WAVE BREAKING: A wave whose amplitude reaches a critical level at which some process can suddenly start to occur that causes large amounts of wave energy to be transformed into turbulent kinetic energy. At this point, simple physical models that describe wave dynamics often become invalid, particularly those that assume linear behavior.",0.06349206349206349,0.426984126984127
"INDEX OF BIOTIC INTEGRITY: A scientific tool used to identify and classify water pollution problems. An Index of Biotic Integrity (IBI) associates anthropogenic influences on a water body with biological activity in the water body, and is formulated using data developed from biosurveys.",0.1,0.3
SUBMERGENCE: To cover with water; inundate.,0.0,0.0
"TEMPERATURE TENDENCY: Temperature is defined, in general, as the degree of hotness or coldness measured on some definite temperature scale by means of any of various types of thermometers.  Tendency is defined as the local rate ofchange of a vector or scalar quantity with time at a given point in space.  Because of the difficulty of measuring instantaneous variations in the atmosphere, variations are usually obtained from the differences in magnitudes over a finite period of time; and the definition of tendency is frequently broadened to include the local time variations so obtained.",-0.014285714285714282,0.2928571428571428
"COPPER: A chemical element that is a soft, malleable, and ductile metal with very high thermal and electrical conductivity. A freshly exposed surface of pure copper has a reddish-orange color. Copper is used as a conductor of heat and electricity, as a building material, and as a constituent of various metal alloys, such as sterling silver used in jewelry, cupronickel used to make marine hardware and coins, and constantly used in strain gauges and thermocouples for temperature measurement.",0.11746938775510206,0.48361904761904767
VEGETATION HEIGHT: Average height of existing vegetation,-0.15,0.39999999999999997
"FREEZE/THAW: Pertaining to the measurement, rates, geographical extent of freezing,and melting of snow and ice cover.",0.0,0.0
SEVERE TROPICAL CYCLONES (SW PACIFIC/SE INDIAN): null,0.0,0.0
MARSHES: Marshes refer to the area that occurs between the open water of a lake and dry land,-0.033333333333333326,0.55
HERBIVORY: Herbivory is an ecological interaction between two species where onespecies eats part or all of a plant species.,0.4,0.6
"SKIN TEMPERATURE: Refers to the effective radiating temperature of the soil plus canopy surface. It is inferred from satellites in the 8-12 um window region. In climate models, it is the temperature used to determine upward thermal emission. The skin temperature usually shows a larger diurnal variation than the surface air temperature, a factor that needs to be considered when evaluating data/model comparisons.",0.0875,0.3875
"LEAD: A chemical element and a heavy metal that is denser than most common materials. Lead is soft and malleable, and has a relatively low melting point. When freshly cut, lead is bluish-white; it tarnishes to a dull gray color when exposed to air. Lead has the highest atomic number of any stable element and concludes three major decay chains of heavier elements.",0.021354166666666667,0.45625
SOURCE: Source is the data used in reference in order to create label annotations in a machine learning workflow.,0.0,0.0
DESALINIZATION: The process of removing salt from seawater or brackish water.,0.0,0.0
"IRRADIANCE: Incoming radiant energy incident upon a particular area. In the water, thiscan be measured as downwelling irradiance at various wavelengths. Suchmeasurements of downwelling irradiance are included as detailedvariables.",0.08333333333333333,0.41666666666666663
SELF-SUPERVISED: A machine learning model type that uses context in the available sample data to predict missing or nearby data.,0.1,0.225
"ROSSBY/PLANETARY WAVES: A wave on a uniform current in a two-dimensional nondivergent fluid system, rotating with varying angle speed about the local vertical (beta plane).",-0.025,0.15
"SEA ARCHES: Sea arches form by wave erosion of coastal headlands. Sea arches are very temporary landforms, in both geologic and human terms.",0.1,0.2
"KP INDEX: A 3-hourly planetary index of geomagnetic activity calculated by the Institut fur Geophysik der Gottingen Universitat, F.R. Germany, from the K indexes observed at 13 stations primarily in the Northern Hemisphere. The Kp indexes, which date from 1932, are used to determine the ap indexes.",0.4,0.5
RAIN WATER PATH: Total rain water in the atmospheric column,0.0,0.375
FLOOD LEVELS: Average height flood water reaches.,-0.15,0.39999999999999997
UVALA: A complex closed depression with several lesser depressions within its rim.,-0.1,0.25
"ANCHOVIES/HERRINGS: Phylum Chordata. Class Actinopterygii. Order Clupeiformes. Anchovies, Family Engraulidae, are small common salt-water forage fish with a large mouth, characterized by a blunt snout with teeth in both jaws and a rostral organ. Herring, Family Clupediae, are small common salt-water forage fish characterized by a single dorsal fin without spines, no lateral line and protruding lower jaw.",-0.1595238095238095,0.4071428571428572
ROOT ZONE SOIL MOISTURE: 'root zone soil moisture' describes moisture content in the top 1 meter of the soil column,0.5,0.5
WATER VAPOR TRANSPORT INDEX: Represents the magnitude of the two-dimensional transport of water vapor in the upper troposphere.,-0.05,0.05
WATER DEPTH: The measurement of the vertical distance from the surface of a body of water to the floor.,0.0,0.0
"BIOINFORMATICS: Bioinformatics, as related to genetics and genomics, is a scientific subdiscipline that involves using computer technology to collect, store, analyze, and disseminate biological data and information, such as DNA and amino acid sequences or annotations about those sequences. Scientists and clinicians use databases that organize and index such biological information to increase our understanding of health and disease and, in certain cases, as part of medical care.",0.04285714285714286,0.39428571428571424
"TROPOSPHERIC OZONE: Ozone (O3) that is measured  in the lowest 10-20 km of the Atmosphere.While the maximum concentration of ozone occurs between 20-25 km, ahigh concentration of ozone close to the Earth's surface is considered apublic health threat.",0.0,0.0
FRUIT PRODUCTS: Measurements related to any fruit product which is an  article of commerce.,0.0,0.4
"EUPHAUSIIDS (KRILL): Order Euphasiacea, commonly referred to as Krill, are small shrimp like crustaceans with a hard exoskeleton divided into cephalon, thorax and abdomen with biramous appendages and a flattened tail fin called a telson",-0.2805555555555556,0.48055555555555557
"BURNED AREA: Characterized by deposits of charcoal and ash, removal of vegetation, and alteration of the vegetation structure, Pereira et al. 1997, Roy et al. 1999",0.0,0.0
VELOCITY AZIMUTH DISPLAY VERTICAL WIND PROFILES: One of the software algorithms within the WSR-88D (weather radar) calculates wind direction and speed at various atmospheric levels. The resulting product is called the Velocity Azimuth Display (VAD) Wind Profile (VWP).,0.0,0.25
REPROJECTION: null,0.0,0.0
MACHINE LEARNING TRAINING DATA: Machine Learning training data is the input data necessary for running a machine learning model.,0.0,1.0
"DATA ANALYSIS AND VISUALIZATION: Describes the process of inspecting, cleansing, transforming, modeling, and visualizing data with the goal of discovering useful information, suggesting conclusions, and supporting decision-making. Visualization helps people understand the significance of data by placing it in a visual context. Patterns, trends and correlations that might go undetected in text-based data can be exposed and recognized easier with data visualization software",0.18333333333333335,0.08333333333333333
"IMAGE PROCESSING: Visualization / Image Processing services are defined as Data Analysis and Visualization Services that allow the user to view (Visualization) and/or manipulate (Image Processing) Earth Science data in a graphical (rather than numerical) format. These services may or may not include the ability for a user to view and/or manipulate data in a non-graphical (e.g., numerical) format, however, this ability would not be the primary method of operation of the service. EXAMPLES:XV, GhostScript, ERDAS IMAGINE, Adobe PhotoShop.",0.4,0.5
VELOCITY: Rate (speed and direction) at which the position of ice has changed.,0.0,0.0
"VECTOR SOURCE: A vector source is a type of source data represented by points, lines, or polygons representing a phenomenon or series of phenomena.",0.0,0.0
DISINFECTANTS: Refers to chemical liquids that destroy bacteria.,-0.2,0.0
"SPECIFIC HUMIDITY: In a system of moist air, the (dimensionless) ratio of the mass of water vapor to the total mass of the system.",0.0,0.4375
EPHEMERAL STREAM: Pertaining to streams that only flow after precipitation events.,0.0,1.0
PH: A measure of the alkaline or acid strength of a substance.  pH is definedas the logarithm of the reciprocal of the hydrogen ion concentration ofa solution.,0.0,0.0
"ACID RAIN: Acid rain results when sulfur dioxide (SO2) and nitrogen oxides (NOX) are emitted into the atmosphere and transported by wind and air currents. The SO2 and NOX react with water, oxygen and other chemicals to form sulfuric and nitric acids. These then mix with water and other materials before falling to the ground.",-0.125,0.375
LONGITUDINAL CREVASSES: Crevasses that form semi-parallel to flow where a glacier expands laterally.,0.0,0.0
CARBON ISOTOPE: The variation of carbon atoms with a different number of neutrons in their nucleus.,0.0,0.6
"SEDIMENT COMPOSITION: The composition of a sediment, which can be measured in terms of parent rock lithology, mineral composition, and chemical make-up.",0.0,0.0
GAS HYDRATES AGE DETERMINATIONS: An analysis and determination of the age of gas hydrates,0.0,0.0
SEVERE CYCLONIC STORMS (N. INDIAN): null,0.0,0.0
"WILDFIRES: An uncontrolled fire in combustible vegetation that occurs in the countryside or a wilderness area. Other names such as brush fire, bushfire, forest fire, desert fire, grass fire, hill fire, peat fire, vegetation fire, and veldfire may be used to describe the same phenomenon depending on the type of vegetation being burned. A wildfire differs from other fires by its extensive size, the speed at which it can spread out from its original source, its potential to change direction unexpectedly, and its ability to jump gaps such as roads, rivers and fire breaks. Wildfires are characterized in terms of the cause of ignition, their physical properties such as speed of propagation, the combustible material present, and the effect of weather on the fire.",0.01875,0.466765873015873
HURRICANES (N. ATLANTIC/E. PACIFIC): null,0.0,0.0
"PATHOGEN: Small unicellular organisms lacking a nucleus and some other eukaryotic organelles, they may have photosynthetic pigments but lack chloroplasts, the specialized photosynthetic organelles in higher plants, and mitochondria.",-0.041666666666666664,0.425
INFANT MORTALITY RATES: The ratio of infant deaths in an area to the population of that area; expressed per 1000 population per year.,0.0,0.0
CLEAVAGE: Breakage of a mineral along a flat plane of weakness.,-0.025,0.125
"FLOODS: The condition that occurs when water overflows the natural orartificial confines of a stream or other body of water, or accumulates bydrainage over low-lying areas.",-0.012499999999999997,0.3875
"DATA ANALYSIS: Refers to the process of inspecting, cleansing, transforming and modeling data with the goal of discovering useful information, informing conclusions and supporting decision-making. Data analysis has multiple facets and approaches, encompassing diverse techniques under a variety of names, and is used in different business, science, and social science domains. In today's business world, data analysis plays a role in making decisions more scientific and helping businesses operate more effectively.",0.2729166666666667,0.33958333333333335
TRANSITION DIRECTION: Describes if snow and/or ice transition is from frozen to thawed or vice-versa.,0.0,0.0
"SEDIMENTATION: The tendency for particles in suspension to settle out of the fluid in which they are entrained, and come to rest against a barrier.",0.0,0.1
