text,predicted_sentiment
STABILITY: The ability of a mineral to remain unaltered over a stated range of pressure and temperature.,negative
"FOREST MENSURATION: In forestry, the measurement of both standing and harvested timber;Forest measurements.",negative
"PARTICULATE MATTER: 'Particulate matter,' also known as particle pollution or PM, is a complex mixture of extremely small particles and liquid droplets. Particle pollution is made up of a number of components, including acids (such as nitrates and sulfates), organic chemicals, metals, and soil or dust particles.The size of particles is directly linked to their potential for causing health problems. EPA is concerned about particles that are 10 micrometers in diameter or smaller because those are the particles that generally pass through the throat and nose and enter the lungs. Once inhaled, these particles can affect the heart and lungs and cause serious health effects. EPA groups particle pollution into two categories: <BR>- 'Inhalable coarse particles,' such as those found near roadways and dusty industries, are larger than 2.5 micrometers and smaller than 10 micrometers in diameter.<BR>- 'Fine particles,' such as those found in smoke and haze, are 2.5 micrometers in diameter and smaller. These particles can be directly emitted from sources such as forest fires, or they can form when gases emitted from power plants, industries and automobiles react in the air.",negative
"MUSEUM EXHIBITS: Museum Exhibits are defined as Education / Outreach Services that provide a sensory (visual, auditory, tactile, etc.) presentation of items or concepts related to the Earth Sciences and/or Global Environmental Change at a Museum.",negative
"NUTRIENT CYCLING: Nutrient cycling is the repeated pathway of particular nutrients orelements from the environment through one or more organisms back to theenvironment.  Nutrient cycles include the carbon cycle, the nitrogencycle, the phosphorus cycle, and so on.",positive
"UPPER LEVEL WINDS: Generally, the wind speeds and directions at various levels in the atmosphere above the domain of surface weather observations, as determined by any of the methods of winds-aloft observation.",positive
"AGRICULTURAL PLANT SCIENCE: The branch of Agriculture that focuses on plants(includesagronomy, horticulture, etc... but NOT Forestry, which is a seperateterm).",positive
OXYGEN DEMAND: Oxygen demand or biochemical oxygen demand is the amount of oxygen that willbe absorbed or 'demanded' as wastes are being digested or oxidized inboth biological and chemical processes.,negative
"BAYOU: A body of water typically found in flat, low-lying areas, and can refer either to an extremely slow-moving stream or river (often with a poorly defined shoreline), or to a marshy lake or wetland.",negative
"PARTICULATE MATTER (PM 10): PM10 describes inhalable particles, with diameters that are generally 10 micrometers and smaller.",positive
"CARBON FLUX: Carbon flux refers to the direction and rate of transfer, or flows, of carbon between Earth’s carbon pools such as the oceans, atmosphere,land, other living things. Carbon fluxes can be natural exchanges, such as land-atmosphere and ocean-atmosphere fluxes, or anthropogenic exchanges, such as urban carbon fluxes",negative
"GRAVITY: The natural phenomenon by which physical bodies appear to attract each other with a force proportional to their masses. It is most commonly experienced as the agent that gives weight to objects with mass and causes them to fall to the ground when dropped. The phenomenon of gravitation itself, however, is a byproduct of a more fundamental phenomenon described by general relativity, which suggests that spacetime is curved according to the energy and momentum of whatever matter and radiation are present.",positive
"PROTISTS: Protists are of the Kingdom Protista and are one of the diverseeukaryotes, single-celled species of which may resemble the firsteukaryotic cells.  At the present they are categorized by what they arenot (not bacteria, fungi, plants, or animals).",positive
SPECIFIC GRAVITY: Identified as the density of the gas hydrates.,positive
SEDIMENTARY ROCK PHYSICAL/OPTICAL PROPERTIES: The study and analysis of the various physical and optical properties of sedimentary rocks.,positive
RESPIRATION RATE: The chemical process that occurs in all living cells wherein organiccompounds are broken down to release energy required for lifeprocesses.,positive
FOREST CONSERVATION: Management of the human use of the biosphere so that it may yield the greatest,positive
sustainable benefit to present generations while maintaining its potential to,negative
meet the needs and aspirations of future generations. It includes the,positive
"preservation, maintenance, sustainable utilisation, restoration and enhancementof the environment.",positive
"MINERALS: Pertaining to the measurement, analysis, quantification, and comparison of thecrystal structures of minerals.",positive
BUILDING BLOCKS: Molecules that form the basis of gene expression. The flow of information from DNA to RNA to proteins is one of the fundamental principles of molecular biology. It is so important that it is sometimes called the “central dogma.”,positive
"MAGNETIC ANOMALIES: Local variation in the Earth's magnetic field resulting from variations in the chemistry or magnetism of the rocks. Mapping of variation over an area is valuable in detecting structures obscured by overlying material. The magnetic variation in successive bands of ocean floor parallel with mid-ocean ridges is important evidence supporting the theory of seafloor spreading, central to plate tectonics.",positive
"SEDIMENT COMPOSITION: The composition of sediment including parent rock lithology, mineral composition, and chemical make-up.",negative
"OCEAN/LAKE RECORDS: Paleoclimatic information can be inferred from biogenic material in oceansediments, oxygen isotopic analyses of sea water (via deep sea cores), coralgrowth, inorganic material such as from weathering and erosion, lake levels andglacial varves, and ocean circulation changes as a result ofglacial-interglacial cycles.",negative
"CRYPTOMONADS: Phylum Cryotophyta. Group of motile, unicellular algae, flattened with an anterior groove or pocket with two unequal flagella characterized by extrusomes with two ribbons held under tension",positive
CONTROL SURVEYS: Pertaining to the base surveys run in order to normalize data collected in later surveys so that gravitational anomalies can be found.,negative
"FOREST PRODUCTS/COMMODITIES: Any measure related to or about the production of lumber, compositeand reconstituted wood, pulp and paper, chemicals from trees, andother miscellaneous forest products.",negative
"ENVIRONMENTAL VULNERABILITY INDEX (EVI): The Environmental Vulnerability Index. 		 A vulnerability index for the natural environment, the basis of all human welfare, has been developed by the South Pacific Applied Geoscience Commission (SOPAC), the United Nations Environment Programme (UNEP) and their partners. The index was developed through consultation and collaboration with countries, institutions and experts across the globe. This index is designed to be used with economic and social vulnerability indices to provide insights into the processes that can negatively influence the sustainable development of countries.The reason for using indices for this purpose is to provide a rapid and standardised method for characterising vulnerability in an overall sense, and identifying issues that may need to be addressed within each of the three pillars of sustainability, namely environmental, economic and social aspects of a country’s development. Development is often achieved through trade-offs between these pillars. Therefore, in order to promote sustainability, it has become increasingly important to be able to measure how vulnerable each aspect is to damage and to identify ways of building resilience. With this information to hand, the outcome for countries could be optimised for their unique situations and development goals.",positive
WATER TEMPERATURE: A measure of the average kinetic energy of the vibration of water molecules.,negative
"GRAVITATIONAL FIELD: Pertaining to the measurement, strength, size, etc. of the Earth's gravitational field.",negative
STABILITY: The ability of a mineral to remain unaltered over a stated range of pressure and temperature.,negative
"SEDIMENT CHEMISTRY: The chemical makeup of silt, sand, rocks, fossils, and other matter carried and deposited by water, wind, or ice.",negative
"NUTRITIONAL CONSTRAINTS: Biological and environmental contrasts between aquatic and terrestrial systems have hindered analyses of community and ecosystem structure across Earth's diverse habitats. Ecological stoichiometry1,2 provides an integrative approach for such analyses, as all organisms are composed of the same major elements (C, N, P) whose balance affects production, nutrient cycling, and food-web dynamics3,4. Here we show both similarities and differences in the C:N:P ratios of primary producers (autotrophs) and invertebrate primary consumers (herbivores) across habitats. Terrestrial food webs are built on an extremely nutrient-poor autotroph base with C:P and C:N ratios higher than in lake particulate matter, although the N:P ratios are nearly identical. Terrestrial herbivores (insects) and their freshwater counterparts (zooplankton) are nutrient-rich and indistinguishable in C:N:P stoichiometry. In both lakes and terrestrial systems, herbivores should have low growth efficiencies (10–30%) when consuming autotrophs with typical carbon-to-nutrient ratios. These stoichiometric constraints on herbivore growth appear to be qualitatively similar and widespread in both environments.",negative
PALEOMAGNETIC DATA: Paleomagnetism is the study of natural remnant magnetization of the Earth's materials in order to determine the itensity and direction of the Earth's magnetic field in the geologic past. Variations in the Earth's magnetic field can be used as a means of stratigraphic correlation. Major reversals of the Earth's magnetic field are well known and the record of these reversals in sediments can be used as time markers or chronostratigraphic horizons.,negative
"FREEZE/FROST: The condition that exists when, over a widespread area, the surfacetemperature of the air remains  below freezing 0 C (32 F) for a sufficientamount of time to constitute the characteristic feature of the weather. Afreeze is a term used for the condition when vegetation is injured bythese low air temperatures, regardless if frost were deposited.",negative
SUN-EARTH INTERACTIONS: Sun-Earth Interactions: The effects of the sun's variability are evident in a variety of physical and chemical processes in the upper layers of the earth's atmosphere.,positive
HARDNESS: In mineralogy the property of matter commonly described as the resistance of a substance to being scratched by another substance.,negative
CLOUD INDICATORS: Information about condition of clouds.,positive
"VOLCANO PREDICTIONS: Scientific and engineering approach to forecasting catastrophic events, such as volcano eruption.",negative
DECOMPOSITION: Action resulting in decay or rotting of organic material.,negative
CHEMOSYNTHESIS: The ability of some microorganisms to utilize the chemical energy containedin certain inorganic chemicals such as hydrogen sulfide for the productionof organic material.,negative
"FATTY ACID DESATURASE: Fatty acid desaturases are enzymes that introduce double bonds into fatty acyl chains. They are present in all groups of organisms, i.e., bacteria, fungi, plants and animals, and play a key role in the maintenance of the proper structure and functioning of biological membranes. The desaturases are characterized by the presence of three conserved histidine tracks which are presumed to compose the Fe-binding active centers of the enzymes. Recent findings on the structure and expression of different types of fatty acid desaturase in cyanobacteria, plants and animals are reviewed in this article. Roles of individual desaturases in temperature acclimation and principles of regulation of the desaturase genes are discussed.",positive
"HYDRAULIC ACTION: A form of erosion caused by the force of moving water currents rushing into a crack in the rockface.It is strong enough to loosen sediment along the river bed and banks. The water compresses the air in the crack, pushing it right to the back.",positive
"WATER SPOUT: In general, any tornado over a body of water.",negative
SUSPENSION: A heterogeneous fluid containing solid particles that are sufficiently large for sedimentation.,positive
BLOCKING INDEX: Blocking in the southern hemisphere typically occurs at lower,negative
latitudes when compared with the northern hemisphere. The index,negative
follows Tibaldi et al. (1994).,positive
The European blocking index is based on observations of pentad (5-day,negative
average) wind over the region 15W to 25E and 35n to 55N. If the pentad,negative
"zonal wind equals the climatological value for that time period, the",negative
index is zero. If the pentad zonal wind is less than average the index,negative
"is postive, while the opposite is true if the index is",positive
negative. Values close to +/- 1 indicate relatively strong events.,positive
"SEICHES: Pendulum-like rocking of water in an enclosed area; a form of standingwave that can be caused by meteorological or seismic forces, or that mayresult from normal resonances excited by tides.",positive
"SEDIMENTARY STRUCTURES: Sediments arranged in a definite pattern of organizations.Such as cross-beddingproduced by migration of water ripples and dunes, graded bedding, a decrease ingrain sizes going up in the bed that indicates diminishing force with time,etc.",positive
WATERSHED SHAPE: The watershed can vary from streams to many various cracks.,negative
"DRAINAGE BASINS: An area of land where surface water from rain, melting snow, or ice converges to a single point at a lower elevation, usually the exit of the basin, where the waters join another waterbody, such as a river, lake, reservoir, estuary, wetland, sea, or ocean.",negative
ATMOSPHERIC CIRCULATION RECONSTRUCTION: Reconstruction of past atmospheric circulation conditions based on paleoclimateproxy records.,positive
"HYPOCHLOROUS ACID: Hypochlorous acid (HOCL) is a weak, unstable acid.",negative
Hypochlorous acid is also a minor component of the gas-phase inorganic chlorinebudget in the stratosphere. It is formed there largely from reaction of,positive
"hydroperoxyl radicals (HO2) with chlorine monoxide (ClO) radicals, and from thehydrolysis of chlorine nitrate on stratospheric aerosols. It is subject to",negative
quite rapid photolysis in the sunlit atmosphere.,positive
GEOLINKING SERVICE: Service that links geospatial data.,negative
"MORAINES: A glacially formed accumulation of unconsolidated glacial debris (soil and rock) which can occur in currently glaciated and formerly glaciated regions, such as those areas acted upon by a past ice age.",positive
"CARBON DIOXIDE: A gaseous compound of one carbon atom and two oxygen atoms, CO2. Itis colorless, odorless, incombustible, and is soluble in water. Itsdissolution in seawater is important to understanding the global carboncycle.",positive
COOLING DEGREE DAYS: A form of degree-day used to estimate the energy requirements for air conditioning or refrigeration; one cooling degree-day is given for each Fahrenheit degree that the daily mean temperature departs above the base of 24°C (75°F).,positive
ICE TEMPERATURE: Measurements of the temperature of the sea ice and surrounding seasurface temperature. These measurements are usually obtained from remotesensing satellites.,negative
SNOW GRAIN SIZE: The size of individual snow grains in micrometers.,negative
"AEOLIAN LANDFORMS: Landforms created by the processes of wind erosion or deposition of windweathered surface materials. These include landforms with some of the followinggeomorphic features: sand dunes, deflation hollows, and desert pavement.Alternative spelling 'aeolian landforms.'",negative
CLOUD CONDENSATION NUCLEI: Known as CCN: particles that will take up water to form cloud droplets ator above a specified supersaturation of water.,positive
"PHYTOPLANKTON: 'Phytoplankton is the plant portion of the plankton, the plant communityin marine and freshwater situations, that floats free in the water andcontains many species of algae and diatoms.",positive
NON-METALLIC MINERAL FORMATION: An analysis of non-metallic mineral formation within the solid Earth.,positive
SUBSIDENCE AMOUNT: The amount of groundwater that is withdrawn from certain types of rocks.,positive
"MACROCLIMATE: The general large-scale climate of a large area or country, as distinguished from the mesoclimate and microclimate.",negative
WIND DIRECTION: The direction from which the wind is blowing.,negative
ENSO PRECIPITATION INDEX: Time series that uses rainfall data in the Tropical Pacific to describe ENSO events.,positive
WATER VAPOR PROCESSES: Methods of transport of liquid to and from vapor form.,negative
"EVAPOTRANSPIRATION: The combined processes through which water is transferred to the atmosphere from open water and ice surfaces, bare soil, and vegetation that make up the earth's surface.",positive
"LAND USE/LAND COVER CLASSIFICATION: Corresponds to the description of areas and the Earth's surface as it relates to areas used for residential, industrial or commercial purposes, for farming or forestry, for recreational or conservation purposes, etc.",negative
SKIN TEMPERATURE: Temperature of the top layer of the ice/ocean surface from which thermal radiation emanates.,positive
PROFESSIONAL SCIENTIFIC ORGANIZATIONS: Online directories of scientific organizations.,negative
"SQUALL: A strong wind characterized by a sudden onset, a duration of the order of minutes, and then a rather sudden decrease in speed.",positive
PYCNOCLINE: The zone of the ocean in which density increases rapidly withdepth. Temperature falls and salinity rises in this zone.,negative
"EMISSIONS: With respect to pollution, the discharge of gases or particles from asource such as a smokestack or exhaust pipe into the atmosphere, perhapsresulting in environmental pollution. With respect to radiation, thegeneration and sending out of radiant energy.",negative
TEMPORAL SUBSETTING: The process of selecting features of a spatial object based on time and time frequency.  whether or not they in some way relate in space to another object.,negative
"CUMULUS CASTELLANUS: (Previously called castellatus.) A cloud species of which at least a fraction of its upper part presents some vertically developed cumuliform protuberances (some of which are taller than they are wide) that give the cloud a crenellated or turreted appearance.This castellanus character is especially evident when the cloud is seen from the side. The cumuliform cloud elements generally have a common base and usually seem to be arranged in lines. The species is found only in the genera cirrus, cirrocumulus, altocumulus, and stratocumulus. Cirrus castellanus differs from cirrocumulus castellanus in that its vertical protuberances subtend an angle of more than 1° when observed at an angle of more than 30° above the horizon. When altocumulus castellanus and stratocumulus castellanus attain a considerable vertical development, they become cumulus congestus and often develop into cumulonimbus. Stratocumulus castellanus should not be confused with stratocumulus pierced by cumulus.",positive
"HEAT INDEX: The heat index (HI) or “apparent temperature” is an approximation of how hot it “feels” for a given combination of air temperature and relative humidity (RH). Generally, higher RH values at the same temperature feel warmer or more stressful because of less evaporative cooling when people perspire. The HI is the result of extensive biometeorological studies over a period of decades by various researchers, most notably Robert G. Steadman.",negative
APLACOPHORANS: Molluscs deviated from the normal molluscan form with no shell and rudimentary body structure.,negative
"VISIBLE SNOW DARKENING: Snow darkening is a measure of the potential additional absorption of solar radiation from light-absorbing particles (LAP) such as dust or soot. Units of measure are a fraction or a percent of the visible broadband spectrum, for example from 0.350 to 0.876 um. This value depends on the amount of dust or soot and particle size distribution.",positive
"ANIMAL BREEDING AND GENETICS: Any measure related to gene mapping, animal species breeding for hybridor higher value species, breeding for increased production, diseaseresistance, pest resistance, or related genetic measures.",negative
"VOLCANIC DEPOSITS: Volcanic deposits can consist of tephra, which is airborne pyroclastic material. Extremely explosive volcanic eruptions can produce vast quantities of tephra over wide areas. Tephra layers can form regional isochronous stratigraphic markers. Tephrachronology can a very important tool in paleoclimatic studies. Volcanic ash horizons can also be used as chronostratigraphic markers.",negative
"RELATIVE PERMITTIVITY: The Relative permittivity (or dielectric constant, ε) is a measure of the ease with which a material is polarized by an electric field relative to vacuum. It is defined by the magnitude of the dielectric polarization (dipole moment per unit volume) induced by a unit field. Dielectric constants have no units - they are coefficients that multiply the capacitance with free space (or vacuum) as dielectric.",negative
SPECIFIC GRAVITY: Identified as the density of the rock.,positive
WIND DIRECTION TENDENCY: The character and amount of atmospheric wind direction change for a three-hour or other specified period ending at the time of observation.,positive
"RIVER/LAKE ICE FREEZE: Refers to freshwater ice or floating freshwater ice, is ice that forms on the surface of freshwater bodies when the surface water temperature falls just below 0˚C. Lake and river ice play a key role in the physical, biological, and chemical processes of cold region freshwater. The presence of freshwater ice also has economic implications ranging from transportation (ice-road duration, open-water shipping season) to the occurrence and severity of ice-jam flooding that often causes serious damage to infrastructure and property.",negative
"CORAL DEPOSITS: Corals are generally members of the order Scleractinia, which have hardcalcerous skeletons supporting softer tissues. For paleoclimatic studies, theimportant coral subgroup is the reef-building, massive corals known ashermatypic corals. Coral growth rates vary and are sensitive to sea surfacetemperatures (SSTs). Dating coral growth has shown high correspondance betweenlarge excursions of oxygen-18 (del18O) and El Nino Southern Oscillation (ENSO)events. Coral growth studies have led to new information about paleo-SSTs,rainfall, river runoff, ocean circulation, and tropical wind systems.",positive
MADDEN-JULIAN OSCILLATION: In 1971 Roland Madden and Paul Julian stumbled upon a 40-50 day,positive
oscillation when analyzing zonal wind anomalies in the tropical,negative
Pacific. They used ten years of pressure records at Canton (at 2.8B0 S,positive
in the Pacific) and upper level winds at Singapore.,negative
The oscillation of surface and upper-level winds was remarkably clear,positive
in Singapore. Until the early 1980's little attention was paid to this,negative
"oscillation, which became known as the Madden and Julian",negative
"Oscillation(MJO), and some scientists questioned its global",negative
"significance. Since the 1982-83 El Nino event, low-frequency",positive
"variations in the tropics, both on intra-annual (less than a year) and",negative
"inter-annual (more than a year) timescales, have received much more",positive
"attention, and the number of MJO-related publications grew rapidly.",positive
SMALL HAIL: Hail with a diameter less than 0.64 cm (0.25 in.).,negative
"SEA LEVEL CHANGES: Sea levels around the world are rising. Current sea-level rise potentially affects human populations (e.g., those living in coastal regions and on islands) and the natural environment (e.g., marine ecosystems).  Two main factors contributed to observed sea level rise. The first is thermal expansion: as ocean water warms, it expands. The second is from the contribution of land-based ice due to increased melting. The major store of water on land is found in glaciers and ice sheets.",positive
HYDRATION: Pertaining to the process by which water molecules are incorporated into existing crystal structures.,positive
DRAINAGE: The pattern followed by the waters of an area as they pass or flow offin surface streams.,positive
DRAINAGE AMOUNT: The amount of water being drained from a specified area.,positive
"SUPERSATURATION: In meteorology, the condition existing in a given portion of the atmosphere (or other space) when the relative humidity is greater than 100%, that is, when it contains more water vapor than is needed to produce saturation with respect to a plane surface of pure water or pure ice.",positive
GLACIAL RETREAT: A condition occurring when backward melting at the front of a glacier takes place at a rate exceeding forward motion.,negative
PALEOCLIMATE RECONSTRUCTIONS: Reconstruction of past climatic conditions using paleoclimate proxy records,positive
"(tree rings, ice cores, etc.)",negative
"HEATING DEGREE DAYS: Generally, a measure of the departure of the mean daily temperature from a given standard: one degree-day for each degree (°C or °F) of departure above (or below) the standard during one day.",positive
"MARSHES: Type of wetland, featuring grasses, rushes, reeds, typhas, sedges, and other herbaceous plants (possibly with low-growing woody plants) in a context of shallow water.",negative
SOIL PH: The negative log of Hydrogen ion concentration,negative
PARK: Pertaining to areas of intensive use with much of the land covered by structures,negative
"LAMP SHELLS: Phylum Brachiopoda are a group of marine lophotrochozoans with hard shells on upper and lower surfaces, hinged at the rear with a pedicle projecting from one of the valesto keep the animal anchored to the  seabed floor. Two main groups comprise brachiopods, articulate with toothed hinges and simple muscles and inarticulates with untoothed hinges and complex muscles.",positive
"PRECIPITATION TRENDS: The trend in precipitation amounts, rates, and frequency over a given time period.",negative
"AMPLICON SEQUENCING: Amplicon sequencing is a highly targeted approach that enables researchers to analyze genetic variation in specific genomic regions. The ultra-deep sequencing of PCR products (amplicons) allows efficient variant identification and characterization. This method uses oligonucleotide probes designed to target and capture regions of interest, followed by next-generation sequencing (NGS).",positive
"SULFATE: The sulfate ion is a polyatomic anion with the empirical formula SO42− and a molecular mass of 96.06 daltons; it consists of a central sulfur atom surrounded by four equivalent oxygen atoms in a tetrahedral arrangement. The sulfate ion carries a negative two charge and is the conjugate base of the bisulfate (or hydrogen sulfate) ion, HSO4−, which is the conjugate base of H2SO4, sulfuric acid. Organic sulfates, such as dimethyl sulfate, are covalent compounds and esters of sulfuric acid.Sulfates occur as microscopic particles (aerosols) resulting from fossil fuel and biomass combustion. They increase the acidity of the atmosphere and form acid rain.",negative
TILL PLAINS: An extensive flat plain of glacial till that forms when a sheet of ice becomes detached from the main body of a glacier and melts in place depositing the sediments it carried. A till plain with irregular topography is referred to as a ground moraine.,negative
"CAVE DEPOSITS: Cave deposits, or speleothems, are mineral formations in caves. While the water flows, the speleothems grow in thin, shiny layers. The amount of growth is an indicator of how much ground water dripped into the cave. Little growth might indicate a drought, just as rapid growth could point to heavy precipitation. When the speleothems stop growing, the outside becomes dirty and eroded in places, giving it a dull appearance. Spelothems can be dated by measuring how much uranium has decayed. Evidence of past climate changes can be inferred from measuring oxygen isotopes in speleothems.",negative
FIRE DYNAMICS: Describes the physical state of the fire and/or its effect. This may include,positive
"the time and location, duration, aerial extent, temperature, radiative power,",positive
and emission products of the fire event.,positive
"FIRE ECOLOGY: Branch of ecology that focuses on the origins of wildfire and theirrelationship to the environment that surrounds it, both living and non-living.",positive
SHORTWAVE HEAT FLUX: null,negative
HARDNESS: In mineralogy the property of matter commonly described as the resistance of a substance to being scratched by another substance.,negative
SOLAR RADIO WAVE EMISSIONS: Also known as solar radio emissions. Emissions of the sun in radio,positive
"wavelengths from centimeters to decameters, under both quiet and disturbed",positive
conditions.,negative
"STRESS: Pertaining to the pressure which builds-up in the Earth's crust due to externalloading, such as from collision of tectonic plates, addition/removal of water,advancing or receding of glaciers, etc.",negative
CARBON DIOXIDE PARTIAL PRESSURE: Partial pressure of carbon dioxide at the surface of the sea. C02 at the sea surface that can be measured from ships and other systems as an indicator for ocean acidification.,positive
GEOTHERMAL HEAT FLUX: null,negative
"TRIBAL LANDS: Areas of land reserved for, managed by, or associated with indigenous peoples or tribal nations.",positive
SEASONALLY FROZEN GROUND: Ground that freezes and thaws annually.,positive
"SNOW ENERGY BALANCE: Pertaining to the net increase, or decrease in energy due to snow formation, melting, evaporation, etc..",positive
"GLACIAL LANDFORMS: 'Glacial landforms' are landforms derived from the erosion and depositioncaused by glaciers and ice sheets, associated meltwater, and the Earth'srheological response.  Such landforms include drumlins, moraines, cirques,fjords, etc.  'Glacial processes' include deposition of sediments and erosionof the Earth's surface by grinding, scouring, and polishing effected by themovement of glacier ice armed with rock fragments frozen into it, together withthe erosive action of meltwater streams.",negative
"GLACIATION: A glaciation (a created composite term meaning Glacial Period, referring to the Period or Era of, as well as the process of High Glacial Activity), often called an ice age, is a geological phenomenon in which massive ice sheets form in the Arctic and Antarctic and advance toward the equator. Conversely, the term interglacial or Interglacial Period, such as the current era, is used to denote the absence of large-scale glaciation on a global scale ¿ i.e., a non-Ice Age. Interglacials are, in general, shorter than glacial epochs.",negative
PALEOSOLS: Paleosols are soils that formed in a landscape of the past with distinctive morphological features resulting from a soil-forming environment that no longer exists at the site.,positive
"RESIDENTIAL ENERGY DEMAND TEMPERATURE INDEX: NOAA’s Residential Energy Demand Temperature Index (REDTI) correlates heating and cooling degree-day datawith population. A hot summer in sparsely populated Wyoming will not have the same impact on energy use as ahot summer in the Mid-Atlantic. June 2010 had the second highest REDTI on record due to especially hottemperatures in the heavily populated South and Southeast regions. The REDTI is measured on a scale of zero to 100, with 100 being the highest population weighted degree day average and zero being the lowest.",negative
"THAWING INDEX: As used by the U.S. Army Corps of Engineers, the number of Fahrenheit degree- days (above and below 32°F) between the lowest and highest points on the cumulative degree- days time curve for one thawing season.The thawing index determined from air temperatures at 4.5 ft above the ground is commonly designated the air thawing index, while that determined from temperatures immediately below a surface is called the surface thawing index.",positive
SPECIFIC GRAVITY: Identified as the density of the non-metallic mineral.,positive
POTENTIAL EVAPOTRANSPIRATION: Actual amount of water lost to evapotranspiration from the soil–plant continuum by an actively growing plant or crop.,positive
ATMOSPHERIC TEMPERATURE: A measure of temperature at different levels of the Earth's atmosphere.,positive
HEAT FLUX: The measurement of the heat flux or heat loss from open ocean areas withinthe sea ice pack is important for the study of energy balance in the polarregions and local and regional climatology. Heat loss through the openwater is 100 times more than through thick ice.,negative
SPECIFIC GRAVITY: Identified as the density of the rock.,positive
HARDNESS: In mineralogy the property of matter commonly described as the resistance of a substance to being scratched by another substance.,negative
PRECIPITATION INDICATORS: Information about the conditions of precipitation.,positive
"GOES WIND INDEX: A GOES sounder-derived parameter used for estimating the maximum convective wind gusts is the Wind Index (WINDEX). The Wind Index is plotted on regional GOES images (visible, infrared, or water vapor) and made available on the GOES Microburst Products web page.",negative
"CROPPING SYSTEMS: Any method of crop/plant management and/or strategy of production,including, but not limited to: no-till, residue management, organic,rotations, rest-rotation grazing, etc....",negative
SOIL CONSISTENCE: The combination of properties of soil material that determine its resistance to crushing and its ability to be molded or changed in shape.,negative
SPECIFIC GRAVITY: Identified as the density of the mineral.,positive
"URBAN LANDS: Areas that have been altered or obstructed by humans, especially by structures relating to cities.",positive
RECESSIONAL MORAINE: Are often observed as a series of transverse ridges running across a valley behind a terminal moraine. They form perpendicular to the lateral moraines that they reside between and are composed of unconsolidated debris deposited by the glacier. They are created during temporary halts in a glacier's retreat.,positive
PACIFIC DECADAL OSCILLATION: Fisheries scientist Steven Hare coined the term 'Pacific Decadal,negative
Oscillation' (PDO) in 1996 while researching connections between,negative
Alaska salmon production cycles and Pacific climate. PDO has since,negative
been described as a long-lived El Nino-like pattern of Pacific,negative
climate variability because the two climate oscillations have similar,positive
"spatial climate fingerprints, but very different temporal behavior.",positive
Two main characteristics distinguish PDO from El Nino/ Southern,positive
"Oscillation (ENSO): first, 20th century PDO 'events' persisted for",positive
"20-to-30 years, while typical ENSO events persisted for 6 to 18",positive
"months; second, the climatic fingerprints of the PDO are most visible",positive
"in the North Pacific/North American sector, while secondary signatures",positive
exist in the tropics - the opposite is true for ENSO.,positive
Several independent studies find evidence for just two full PDO cycles,positive
in the past century: 'cool' PDO regimes prevailed from 1890-1924 and,negative
again from 1947-1976 while'warm' PDO regimes dominated from 1925-1946,positive
and from 1977 through (at least) the mid-1990's. Shoshiro Minobe; has,negative
shown that 20th century PDO fluctuations were most energetic in two,positive
"general periodicities, one from 15-to-25 years, and the other from",negative
50-to-70 years.,positive
"PERIGLACIAL PROCESSES: Describes a geomorphic process related to freezing of water occur. In its original meaning a periglacial area was at the time in question, the area was not buried by glacial ice but was subject to intense freezing cycles and exhibits permafrost weathering and erosion characteristics.",negative
"ROCK GLACIERS: Distinctive geomorphological landforms of angular rock debris frozen in interstitial ice which may extend outward and downslope from talus cones, glaciers or terminal moraines  of glaciers. There are two types of rock glaciers: periglacial glaciers, or talus-derived glaciers, and glacial rock glaciers.",negative
"VENTIFACTS: Rocks  that have been abraded, pitted, etched, grooved, or polished by wind-driven sand or ice crystals. These geomorphic features are most typically found in arid environments where there is little vegetation to interfere with aeolian particle transport, where there are frequently strong winds, and where there is a steady but not overwhelming supply of sand.",positive
"TEMPERATURE PROFILES: The change of air temperature with height above the ground. When the temperature increases with height, the profile is called an inversion profile, or simply an inversion. When the temperature decreases strongly with height, a convective profile may be established.",negative
